mcc,mnc,lac,cellid,lat,lon,signal,measured_at,rating,speed,direction,act,ta,psc,tac,pci,sid,nid,bid
302,720,29050,9391383,45.3480623,-75.817071,-71,1624800617249,11.0,1.3453907,347.80957,LTE+,2,,29050,112,,,
302,720,29050,9391383,45.3481658,-75.8170445,-74,1624800622812,10.1,1.4838053,355.52182,LTE+,2,,29050,112,,,
302,720,29050,9391383,45.3482302,-75.817063,-73,1624800627910,10.8,1.3753927,351.31366,LTE+,2,,29050,112,,,
302,720,29050,9391383,45.3482847,-75.8170954,-74,1624800633799,11.3,1.2899629,348.62256,LTE+,2,,29050,112,,,
302,720,29050,9391383,45.3483287,-75.8171435,-75,1624800638969,12.0,1.2222778,341.51956,LTE+,2,,29050,112,,,
302,720,29050,9391383,45.3483868,-75.8171789,-72,1624800644212,11.8,1.2872543,341.24728,LTE+,2,,29050,112,,,
302,720,29050,9391383,45.3484515,-75.8172165,-69,1624800649631,12.0,1.305518,338.85944,LTE+,2,,29050,112,,,
302,720,29050,9391383,45.3485073,-75.817251,-68,1624800654973,12.3,1.2906874,338.6502,LTE+,2,,29050,112,,,
302,720,29050,9391383,45.3485467,-75.8172952,-75,1624800660000,12.1,1.2674665,336.49475,LTE+,2,,29050,112,,,
302,720,29050,9391383,45.3486006,-75.817329,-80,1624800665000,11.5,1.3035971,336.95303,LTE+,2,,29050,112,,,
302,720,29050,9391383,45.34866,-75.8173284,-79,1624800670000,11.7,1.263977,343.0289,LTE+,3,,29050,112,,,
302,720,29050,9391383,45.3487125,-75.8173297,-80,1624800675000,12.7,1.2268215,350.95746,LTE+,3,,29050,112,,,
302,720,29050,9391383,45.348792,-75.8174012,-73,1624800680914,12.5,1.3240812,340.40115,LTE+,3,,29050,112,,,
302,720,29050,9391383,45.3488679,-75.8174935,-74,1624800686311,16.1,1.4187894,336.37006,LTE+,3,,29050,112,,,
302,720,29050,9391383,45.3489337,-75.8175756,-77,1624800691748,22.2,1.416544,335.7219,LTE+,3,,29050,112,,,
302,720,29050,9391383,45.3489891,-75.8176433,-71,1624800697236,20.6,1.3540263,335.84845,LTE+,3,,29050,112,,,
302,720,29050,9391383,45.3490535,-75.8176357,-75,1624800702619,13.1,1.4152541,341.4552,LTE+,3,,29050,112,,,
302,720,29050,9391383,45.349114,-75.8176546,-74,1624800708034,11.6,1.2731211,344.11862,LTE+,3,,29050,112,,,
302,720,29050,9391383,45.3491693,-75.8176774,-84,1624800713450,12.4,1.2938184,349.30304,LTE+,3,,29050,112,,,
302,720,29050,9391383,45.34923,-75.8177105,-82,1624800718827,9.5,1.3306748,354.70682,LTE+,3,,29050,112,,,
302,720,29050,9391383,45.3493,-75.817712,-85,1624800724334,9.5,1.1560683,9.480888,LTE+,3,,29050,112,,,
302,720,29050,9391383,45.3493601,-75.8176996,-89,1624800729373,11.6,1.2750267,16.122095,LTE+,3,,29050,112,,,
302,720,29050,9391383,45.3494225,-75.8176753,-91,1624800735000,13.5,1.2443745,18.824194,LTE+,3,,29050,112,,,
302,720,29050,9391383,45.3494715,-75.8176055,-88,1624800740000,14.7,1.266972,22.956736,LTE+,3,,29050,112,,,
302,720,29050,9391383,45.3494892,-75.817439,-93,1624800746153,12.2,1.137334,38.217587,LTE+,3,,29050,112,,,
302,720,29050,9391383,45.3495076,-75.8173164,-96,1624800751591,10.2,1.2387244,52.441948,LTE+,4,,29050,112,,,
302,720,29050,9391383,45.3495312,-75.8172436,-90,1624800756609,10.0,1.2263694,58.67986,LTE+,4,,29050,112,,,
302,720,29050,9391383,45.3495607,-75.817209,-91,1624800761727,10.0,0.8895819,35.943005,LTE+,4,,29050,112,,,
302,720,29050,9391383,45.3496255,-75.8172279,-96,1624800766736,10.9,0.9455727,6.886421,LTE+,4,,29050,112,,,
302,720,29050,9391383,45.349713,-75.8172563,-97,1624800772303,11.8,1.352458,349.30817,LTE+,4,,29050,112,,,
302,720,29050,9391383,45.3497589,-75.817276,-95,1624800777729,12.7,1.4074146,343.13422,LTE+,4,,29050,112,,,
302,720,29050,9748502,45.3498317,-75.8172949,-80,1624800783487,14.0,1.3319134,359.341,LTE+,10,,29050,50,,,
302,720,29050,9748502,45.3498938,-75.8172646,-82,1624800788496,14.9,1.3689206,12.478817,LTE+,10,,29050,50,,,
