mcc,mnc,lac,cellid,lat,lon,signal,measured_at,rating,speed,direction,act,ta,psc,tac,pci,sid,nid,bid
302,720,29050,9391383,45.3486892,-75.817531,-77,1626017134798,13.8,1.1864364,328.3311,LTE,2,,29050,112,,,
302,720,29050,9391383,45.3487649,-75.8176078,-76,1626017140034,10.1,1.2322414,329.30695,LTE,3,,29050,112,,,
302,720,29050,9391383,45.3488175,-75.8176629,-82,1626017145000,11.6,1.2268438,325.46838,LTE,3,,29050,112,,,
302,720,29050,9391383,45.3488831,-75.8176955,-84,1626017151014,10.7,1.2672848,326.98938,LTE,3,,29050,112,,,
302,720,29050,9391383,45.3489802,-75.8177223,-81,1626017157399,16.5,1.3662592,332.19455,LTE,3,,29050,112,,,
302,720,29050,9391383,45.3490528,-75.8177215,-76,1626017162798,15.6,1.3545396,334.92352,LTE,3,,29050,112,,,
302,720,29050,9391383,45.3491362,-75.8177503,-83,1626017168235,13.5,1.3691863,336.84586,LTE,3,,29050,112,,,
302,720,29050,9391383,45.3492074,-75.8177918,-78,1626017173693,11.5,1.3538569,343.98315,LTE,3,,29050,112,,,
302,720,29050,9391383,45.3492625,-75.8177884,-87,1626017179072,9.4,1.3154198,353.28885,LTE,3,,29050,112,,,
302,720,29050,9391383,45.3493176,-75.8177575,-86,1626017184519,8.9,1.2400512,3.0977876,LTE,3,,29050,112,,,
302,720,29050,9391383,45.3493638,-75.8177587,-83,1626017190093,7.7,1.036139,340.36655,LTE,3,,29050,112,,,
302,720,29050,9391383,45.3493873,-75.8178138,-79,1626017195220,7.3,0.98328185,325.51974,LTE,3,,29050,112,,,
302,720,29050,9391383,45.3493942,-75.8179024,-80,1626017200000,9.9,0.9986272,295.74097,LTE,3,,29050,112,,,
302,720,29050,9391383,45.3494454,-75.8179733,-85,1626017206231,7.7,1.0641086,324.81058,LTE,3,,29050,112,,,
302,720,29050,9391383,45.349503,-75.8180119,-82,1626017211240,8.6,1.1271964,327.81964,LTE,3,,29050,112,,,
302,720,29050,9391383,45.3495676,-75.8180691,-83,1626017216548,10.1,1.2796111,332.13507,LTE,3,,29050,112,,,
302,720,29050,9391383,45.3496391,-75.8180663,-80,1626017221873,8.2,1.1308659,2.1174896,LTE,3,,29050,112,,,
302,720,29050,9391383,45.3496852,-75.8179999,-79,1626017227615,9.5,1.0713456,16.828888,LTE,,,29050,112,,,
302,720,29050,9748553,45.3497087,-75.817932,-92,1626017235000,9.3,0.34901023,48.937218,LTE+,9,,29050,58,,,
302,720,29050,9748553,45.3497016,-75.8179134,-92,1626017240000,7.1,0.14198312,80.5996,LTE+,9,,29050,58,,,
302,720,29050,9748553,45.349716,-75.8178898,-94,1626017245000,6.7,0.15506105,81.56754,LTE+,9,,29050,58,,,
302,720,29050,9748553,45.349736,-75.8178419,-94,1626017251059,8.4,0.3391749,72.07718,LTE+,9,,29050,58,,,
